s,a,r,sp
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,-21,49
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,-21,49
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,1,0,59
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,0,59
49,2,-21,49
49,2,-21,49
49,2,-11,39
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,0,59
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,0,59
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-11,39
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-11,39
49,2,-21,49
49,2,0,59
49,2,-21,49
49,2,-21,49
49,2,0,59
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-11,39
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-11,39
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,0,59
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,2,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-11,39
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,0,59
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,0,59
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,0,59
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-11,39
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-11,39
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,0,59
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,0,59
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,-21,49
49,3,0,59
49,3,-21,49
50,0,0,40
50,0,0,40
50,0,10,51
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,-10,50
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,-11,60
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,-11,60
50,0,-10,50
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,-10,50
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,-10,50
50,0,0,40
50,0,10,51
50,0,-10,50
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,-11,60
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,-11,60
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,-11,60
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,-10,50
50,0,0,40
50,0,0,40
50,0,-10,50
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,-10,50
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,-10,50
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,-10,50
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,0,0,40
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,0,40
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-10,50
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-10,50
50,1,-11,60
50,1,0,40
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,0,40
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,0,40
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-10,50
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,10,51
50,1,0,40
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,0,40
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,10,51
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,0,40
50,1,-11,60
50,1,-11,60
50,1,10,51
50,1,10,51
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,10,51
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,10,51
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-10,50
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,10,51
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,10,51
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-10,50
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-10,50
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-10,50
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-10,50
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,1,-11,60
50,2,0,40
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,10,51
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,10,51
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,0,40
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,0,40
50,2,-10,50
50,2,10,51
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,0,40
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,10,51
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-11,60
50,2,10,51
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,0,40
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-11,60
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-11,60
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,0,40
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-11,60
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-11,60
50,2,-10,50
50,2,-10,50
50,2,10,51
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,0,40
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,0,40
50,2,0,40
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,10,51
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,10,51
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,2,-11,60
50,2,-10,50
50,2,-10,50
50,2,-10,50
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,-11,60
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,-11,60
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,-11,60
50,3,10,51
50,3,10,51
50,3,0,40
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,-11,60
50,3,10,51
50,3,10,51
50,3,10,51
50,3,-10,50
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,-11,60
50,3,10,51
50,3,10,51
50,3,10,51
50,3,-10,50
50,3,10,51
50,3,0,40
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,0,40
50,3,0,40
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,-10,50
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,-11,60
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,-11,60
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,-11,60
50,3,10,51
50,3,0,40
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,-11,60
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,-11,60
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,0,40
50,3,10,51
50,3,10,51
50,3,10,51
50,3,-10,50
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
50,3,10,51
51,0,-500,41
51,0,-500,41
51,0,-500,52
51,0,0,50
51,0,-500,41
51,0,-500,41
51,0,-500,52
51,0,10,61
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,52
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,10,61
51,0,-500,41
51,0,-500,41
51,0,10,61
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,10,61
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,52
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,52
51,0,-500,41
51,0,-500,41
51,0,0,50
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,10,61
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,10,61
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,52
51,0,0,50
51,0,-500,41
51,0,0,50
51,0,-500,41
51,0,-500,41
51,0,10,61
51,0,-500,52
51,0,-500,52
51,0,-500,41
51,0,10,61
51,0,-500,41
51,0,10,61
51,0,-500,41
51,0,0,50
51,0,0,50
51,0,-500,41
51,0,-500,41
51,0,0,50
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,52
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,0,50
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,0,50
51,0,0,50
51,0,0,50
51,0,-500,41
51,0,0,50
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,52
51,0,-500,41
51,0,-500,41
51,0,-500,52
51,0,-500,41
51,0,-500,41
51,0,0,50
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,0,-500,41
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,-500,41
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,-500,41
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,-500,41
51,1,0,50
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,-500,41
51,1,-500,52
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,-500,52
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,-500,52
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,-500,41
51,1,-500,52
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,-500,52
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,-500,52
51,1,10,61
51,1,10,61
51,1,-500,52
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,-500,41
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,-500,52
51,1,0,50
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,-500,41
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
51,1,10,61
